###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58499.471609  13.436  0.003 15339   48 o  0 333.06 123.84754 -38.98983  3852.96  1277.10 3.43 3.25  25.5 -0.428 18.63 20.05 01a58499o0585o
58501.446642  13.573  0.004 13510   48 o  0 1763.52 123.84754 -38.98983  2548.23  1382.20 2.34 2.02  37.3 -0.526 18.72 19.28 02a58501o0384o
58501.453518  13.630  0.003 12828   45 o  0 2799.08 123.84754 -38.98983  2532.93  1343.29 2.27 2.00  39.2 -0.511 18.77 19.30 02a58501o0399o
58501.460402  13.578  0.004 13448   48 o  0 1896.50 123.84754 -38.98983  2594.14  1424.41 2.31 1.99  32.3 -0.509 18.76 19.28 02a58501o0414o
58501.467292  13.554  0.004 13752   51 o  0 1016.03 123.84754 -38.98983  2608.87  1308.64 2.48 2.15  37.2 -0.495 18.71 19.27 02a58501o0429o
58503.446584  13.464  0.004 14947   58 o  0 142.21 123.84754 -38.98983  8447.31  5008.53 4.06 3.12 -86.6 -0.418 18.04 18.92 01a58503o0536o
58503.458559  13.443  0.004 15237   60 o  0 122.12 123.84754 -38.98983  8470.20  5094.67 4.22 3.09 -85.5 -0.420 18.07 18.92 01a58503o0562o
58503.469609  13.458  0.004 15029   62 o  0 105.51 123.84754 -38.98983  8429.44  5060.37 4.25 3.12 -85.5 -0.419 17.98 18.90 01a58503o0586o
58503.472836  13.464  0.004 14937   54 o  0 159.37 123.84754 -38.98983  8401.35  5190.07 4.28 3.21 -86.7 -0.400 17.99 18.90 01a58503o0593o
58507.420493  13.475  0.003 14794   52 o  0 318.65 123.84754 -38.98983  7742.83  5306.57 3.83 2.88 -87.4 -0.421 18.47 19.48 01a58507o0469o
58507.431715  13.479  0.003 14742   47 o  0 473.19 123.84754 -38.98983  7723.21  5229.70 3.43 2.96 -85.3 -0.423 18.48 19.51 01a58507o0492o
58507.433098  13.504  0.003 14401   50 o  0 374.10 123.84754 -38.98983  7782.56  5300.89 3.65 2.78 -86.5 -0.433 18.52 19.51 01a58507o0495o
58507.441337  13.503  0.003 14416   47 o  0 542.01 123.84754 -38.98983  7794.08  5150.94 3.49 2.83  89.7 -0.430 18.57 19.52 01a58507o0512o
58511.442231  13.457  0.003 15037   41 o  0 731.71 123.84754 -38.98983  2424.59  9213.94 4.18 3.44 -83.0 -0.374 19.13 21.27 01a58511o0216o
58511.449160  13.427  0.003 15458   42 o  0 678.34 123.84754 -38.98983  2440.78  9251.59 4.07 3.39 -82.8 -0.384 19.14 21.27 01a58511o0231o
58511.456087  13.438  0.003 15304   42 o  0 561.13 123.84754 -38.98983  2394.59  9174.10 4.22 3.49 -83.8 -0.373 19.09 21.24 01a58511o0246o
58511.462997  13.438  0.003 15302   42 o  0 463.14 123.84754 -38.98983  2365.65  9290.91 4.19 3.54 -82.5 -0.373 19.04 21.15 01a58511o0261o
58519.437648  13.519  0.003 14205   40 o  0 1961.50 123.84754 -38.98983  5167.30  3319.86 3.31 2.96 -85.7 -0.423 19.01 20.81 01a58519o0508o
58519.446405  13.481  0.003 14706   41 o  0 1378.95 123.84754 -38.98983  5183.31  3357.64 3.29 2.99 -86.6 -0.431 19.03 20.83 01a58519o0527o
58519.455660  13.498  0.003 14486   40 o  0 1512.66 123.84754 -38.98983  5121.87  3280.80 3.34 3.03 -87.3 -0.422 19.02 20.85 01a58519o0547o
58519.468552  13.491  0.003 14580   41 o  0 1161.38 123.84754 -38.98983  5108.73  3395.28 3.34 3.00 -89.5 -0.429 19.00 20.79 01a58519o0575o
58523.417534  13.431  0.003 15404   45 o  0 507.51 123.84754 -38.98983  9525.64  1362.34 4.39 3.18 -87.0 -0.431 18.81 20.57 01a58523o0321o
58523.426307  13.452  0.003 15102   44 o  0 765.67 123.84754 -38.98983  9541.24  1400.95 4.14 3.03 -86.9 -0.443 18.88 20.56 01a58523o0340o
58523.435092  13.459  0.003 15009   46 o  0 553.50 123.84754 -38.98983  9479.21  1321.84 4.19 3.05 -87.1 -0.446 18.86 20.54 01a58523o0359o
58523.437394  13.447  0.003 15172   44 o  0 653.89 123.84754 -38.98983  9464.85  1439.24 3.98 3.10 -87.9 -0.439 18.84 20.54 01a58523o0364o
58527.396970  13.444  0.003 15222   44 o  0 288.63 123.84754 -38.98983  9609.53  7192.33 5.32 3.72 -82.0 -0.321 18.87 20.43 01a58527o0390o
58527.405302  13.427  0.003 15456   46 o  0 245.24 123.84754 -38.98983  9641.20  7230.54 5.16 3.62 -82.0 -0.333 18.83 20.42 01a58527o0408o
58527.409904  13.464  0.003 14942   42 o  0 661.17 123.84754 -38.98983   397.22  7362.21 3.72 3.29 -86.5 -0.358 18.90 20.46 01a58527o0418o
58527.414053  13.445  0.003 15206   44 o  0 364.90 123.84754 -38.98983  9579.93  7149.66 4.84 3.41 -83.2 -0.358 18.89 20.42 01a58527o0427o
58527.418220  13.422  0.003 15529   45 o  0 307.92 123.84754 -38.98983   429.39  7397.81 4.12 3.61 -84.6 -0.332 18.83 20.46 01a58527o0436o
58527.422362  13.433  0.003 15372   46 o  0 319.18 123.84754 -38.98983  9567.12  7265.16 4.86 3.43 -82.1 -0.359 18.90 20.40 01a58527o0445o
58527.426970  13.470  0.003 14854   44 o  0 490.75 123.84754 -38.98983   367.50  7322.31 4.13 3.23 -89.5 -0.343 18.90 20.45 01a58527o0455o
58527.435270  13.477  0.003 14758   42 o  0 625.92 123.84754 -38.98983   338.87  7439.27 4.17 3.30  89.9 -0.340 18.85 20.48 01a58527o0473o
58531.403189  13.390  0.005 15990   75 o  0  44.49 123.84754 -38.98983  6210.24  9116.96 4.31 3.46 -82.6 -0.397 18.21 19.26 01a58531o0421o
58531.412431  13.372  0.004 16257   70 o  0  42.34 123.84754 -38.98983  6225.95  9155.41 4.70 3.71 -82.5 -0.370 18.17 19.23 01a58531o0441o
58531.421651  13.379  0.005 16154   74 o  0  43.00 123.84754 -38.98983  6163.90  9077.12 4.50 3.50 -81.9 -0.381 18.18 19.20 01a58531o0461o
58531.431385  13.384  0.005 16084   73 o  0  41.01 123.84754 -38.98983  6151.13  9193.54 4.57 3.61 -81.0 -0.375 18.16 19.16 01a58531o0482o
58539.389851  13.484  0.003 14670   39 o  0 2230.59 123.84754 -38.98983  7805.48  1352.03 3.19 3.04 -14.6 -0.418 19.25 21.26 01a58539o0370o
58539.397691  13.493  0.003 14554   39 o  0 1845.90 123.84754 -38.98983  7820.38  1391.58 3.13 2.97  89.3 -0.432 19.25 21.23 01a58539o0387o
58539.406001  13.512  0.003 14295   40 o  0 1640.25 123.84754 -38.98983  7759.01  1313.47 3.19 2.95  88.0 -0.437 19.17 21.10 01a58539o0405o
58539.414769  13.517  0.003 14225   40 o  0 1596.10 123.84754 -38.98983  7745.07  1430.46 3.27 3.01 -89.7 -0.436 19.06 20.78 01a58539o0424o
58543.372725  13.497  0.003 14498   39 o  0 1644.36 123.84754 -38.98983  4850.21  5258.36 3.16 3.09  36.0 -0.422 19.10 20.92 01a58543o0330o
58543.380569  13.493  0.003 14542   40 o  0 1619.04 123.84754 -38.98983  4880.87  5295.89 3.21 3.10   6.2 -0.429 19.07 20.88 01a58543o0347o
58543.388431  13.503  0.003 14418   39 o  0 1777.01 123.84754 -38.98983  4819.86  5219.00 3.15 3.02  73.5 -0.431 19.10 20.92 01a58543o0364o
58543.396751  13.532  0.003 14031   39 o  0 1845.61 123.84754 -38.98983  4806.70  5334.01 3.04 2.99  62.6 -0.433 19.14 20.93 01a58543o0382o
58547.359139  13.532  0.003 14029   42 o  0 1257.85 123.84754 -38.98983  8058.48  7169.16 3.24 2.98 -87.0 -0.429 19.04 20.98 01a58547o0319o
58547.367451  13.526  0.005 14114   74 o  0 243.43 123.84754 -38.98983  8074.76  7207.31 3.19 2.94  86.9 -0.431 18.23 20.05 01a58547o0337o
58547.375749  13.445  0.041 15205  616 o  0   2.92 123.84754 -38.98983  8013.30  7128.33 2.90 2.76 -85.9 -0.458 14.91 16.78 01a58547o0355o
58547.384087  13.528  0.011 14087  157 o  0  43.05 123.84754 -38.98983  8000.64  7243.89 3.00 2.83  89.0 -0.445 16.90 18.62 01a58547o0373o
58551.356957  13.602  0.003 13157   38 o  0 2755.34 123.84754 -38.98983  8088.33  9115.51 2.75 2.73  -0.4 -0.467 19.11 20.57 01a58551o0313o
58551.365768  13.535  0.003 13998   40 o  0 1154.72 123.84754 -38.98983  8103.39  9154.16 3.25 3.04 -75.5 -0.425 18.98 20.48 01a58551o0332o
58551.375004  13.536  0.003 13984   41 o  0 1041.20 123.84754 -38.98983  8041.96  9074.69 3.31 3.00 -83.3 -0.423 18.97 20.47 01a58551o0352o
58551.383797  13.538  0.003 13957   41 o  0 1288.87 123.84754 -38.98983  8028.44  9191.44 3.12 2.91 -82.8 -0.435 19.00 20.46 01a58551o0371o
58555.362714  13.109  0.010 20726  197 o  0 127.65 123.84754 -38.98983  1539.29  3420.17 2.95 2.90  14.9 -0.452 16.71 17.95 01a58555o0322o
58555.371016  13.488  0.003 14621   51 o  0 623.31 123.84754 -38.98983  1554.40  3458.11 2.92 2.79  -9.5 -0.457 18.67 20.13 01a58555o0340o
58555.380294  13.534  0.003 14010   48 o  0 792.16 123.84754 -38.98983  1491.87  3381.95 2.87 2.74 -11.8 -0.459 18.66 20.12 01a58555o0360o
58555.389543  13.473  0.003 14822   41 o  0 1092.62 123.84754 -38.98983  1479.37  3497.87 3.15 3.01 -13.9 -0.444 19.00 20.52 01a58555o0380o
58559.338914  13.465  0.004 14932   53 o  0 297.35 123.84754 -38.98983  2316.21  7267.33 2.98 2.83 -11.6 -0.456 18.51 19.55 01a58559o0222o
58559.346786  13.472  0.004 14830   53 o  0 268.46 123.84754 -38.98983  2333.63  7304.25 3.08 2.91 -26.9 -0.450 18.47 19.54 01a58559o0239o
58559.354630  13.401  0.004 15834   62 o  0  85.12 123.84754 -38.98983  2287.15  7227.61 3.68 3.58 -44.6 -0.413 18.24 19.51 01a58559o0256o
58559.362483  13.446  0.004 15195   55 o  0 189.84 123.84754 -38.98983  2258.16  7344.52 3.25 3.19 -72.3 -0.434 18.38 19.51 01a58559o0273o
58565.368984  13.572  0.003 13531   46 o  0 1794.36 123.84754 -38.98983  6367.81  3372.91 2.31 2.02  53.4 -0.429 18.70 19.20 02a58565o0337o
58565.376158  13.638  0.003 12728   44 o  0 2459.09 123.84754 -38.98983  6354.38  3333.86 2.28 2.02  61.5 -0.428 18.67 19.16 02a58565o0352o
58565.383336  13.635  0.004 12760   46 o  0 1626.12 123.84754 -38.98983  6399.84  3410.76 2.27 2.04  64.9 -0.426 18.61 19.11 02a58565o0367o
58565.390664  13.612  0.004 13037   46 o  0 1674.71 123.84754 -38.98983  6431.40  3294.02 2.19 2.05  74.1 -0.434 18.62 19.05 02a58565o0383o
58567.315465  13.562  0.004 13654   57 o  0 639.48 123.84754 -38.98983  6138.06  7176.43 2.96 2.73  -1.5 -0.430 18.49 20.14 01a58567o0217o
58567.322862  13.558  0.004 13708   52 o  0 671.35 123.84754 -38.98983  6153.64  7214.47 2.85 2.84 -25.0 -0.451 18.79 20.41 01a58567o0233o
58567.330693  13.484  0.009 14671  130 o  0  43.92 123.84754 -38.98983  6092.59  7136.84 2.83 2.76 -13.9 -0.450 17.57 19.16 01a58567o0250o
58567.338093  13.512  0.009 14301  126 o  0  52.23 123.84754 -38.98983  6079.42  7252.47 2.83 2.79 -70.5 -0.453 17.52 19.09 01a58567o0266o
58569.315824  13.622  0.003 12914   38 o  0 7417.30 123.84754 -38.98983  5362.25  7244.01 2.45 2.20 -61.6 -0.427 19.12 20.54 02a58569o0218o
58569.322745  13.648  0.003 12616   39 o  0 5654.56 123.84754 -38.98983  5348.54  7205.27 2.39 2.23 -73.4 -0.432 19.13 20.51 02a58569o0233o
58569.330162  13.673  0.003 12330   38 o  0 7938.87 123.84754 -38.98983  5409.35  7282.76 2.40 2.05 -58.8 -0.438 19.16 20.48 02a58569o0249o
58571.312400  13.427  0.003 15463   46 o  0 251.31 123.84754 -38.98983  9761.39  9183.26 3.96 3.63 -80.1 -0.412 18.84 20.66 01a58571o0134o
58571.317957  13.531  0.003 14043   42 o  0 1774.98 123.84754 -38.98983   512.47  9305.69 2.98 2.79 -82.4 -0.484 19.03 20.76 01a58571o0146o
58571.320287  13.551  0.003 13788   42 o  0 1560.22 123.84754 -38.98983  9715.58  9103.08 2.92 2.78  77.3 -0.468 19.07 20.71 01a58571o0151o
58571.325370  13.506  0.003 14373   43 o  0 1465.79 123.84754 -38.98983   529.37  9343.70 3.00 2.83 -83.9 -0.475 19.09 20.85 01a58571o0162o
58571.327690  13.562  0.003 13651   41 o  0 2150.18 123.84754 -38.98983  9688.08  9219.71 2.85 2.68  81.3 -0.489 19.13 20.75 01a58571o0167o
58571.333714  13.495  0.003 14525   43 o  0 1310.19 123.84754 -38.98983   482.97  9265.59 2.96 2.79 -75.4 -0.473 19.10 20.82 01a58571o0180o
58571.341107  13.443  0.003 15236   44 o  0 940.95 123.84754 -38.98983   453.44  9383.77 3.18 2.96 -76.0 -0.479 19.03 20.77 01a58571o0196o
58573.300903  13.785  0.004 11116   41 c  0 2185.80 123.84754 -38.98983   971.67  9113.64 2.50 2.43  48.5 -0.430 19.13 21.01 02a58573o0175c
58575.307602  13.510  0.003 14328   44 o  0 845.23 123.84754 -38.98983  4301.16  9150.19 3.11 2.99 -77.5 -0.442 18.83 20.21 01a58575o0195o
58575.315459  13.513  0.003 14282   44 o  0 753.70 123.84754 -38.98983  4332.39  9188.07 3.08 3.02 -40.4 -0.441 18.81 20.12 01a58575o0212o
58575.322857  13.467  0.003 14901   46 o  0 492.08 123.84754 -38.98983  4270.73  9110.91 3.21 3.15 -27.4 -0.435 18.78 20.14 01a58575o0228o
58575.330702  13.477  0.003 14768   45 o  0 655.65 123.84754 -38.98983  4257.66  9227.22 3.22 3.10 -67.8 -0.434 18.75 20.08 01a58575o0245o
58577.302470  13.874  0.003 10245   35 c  0 2648.64 123.84754 -38.98983   999.52  3284.12 2.70 2.54 -63.6 -0.408 19.25 20.89 02a58577o0176c
58577.310436  13.856  0.004 10415   37 c  0 2293.04 123.84754 -38.98983   969.88  3243.86 2.65 2.52 -70.8 -0.418 19.23 20.85 02a58577o0193c
58577.315944  13.813  0.003 10836   36 c  0 1787.93 123.84754 -38.98983 10208.99  3297.32 2.67 2.59 -72.1 -0.387 19.25 20.90 02a58577o0205c
58577.318769  13.836  0.003 10609   36 c  0 2636.21 123.84754 -38.98983  1031.71  3324.03 2.68 2.48 -71.6 -0.410 19.24 20.85 02a58577o0211c
58577.323815  13.772  0.003 11248   37 c  0 1161.57 123.84754 -38.98983 10179.67  3260.21 2.87 2.70 -64.0 -0.382 19.21 20.91 02a58577o0222c
58577.326616  13.858  0.004 10398   36 c  0 2058.93 123.84754 -38.98983  1047.69  3208.70 2.71 2.56 -70.7 -0.419 19.18 20.84 02a58577o0228c
58577.332154  13.746  0.003 11525   38 c  0 1083.26 123.84754 -38.98983 10240.86  3336.68 2.82 2.69 -57.1 -0.389 19.17 20.91 02a58577o0240c
58577.340521  13.779  0.003 11178   38 c  0 1209.35 123.84754 -38.98983 10273.29  3220.18 3.06 2.53 -53.2 -0.406 19.17 20.91 02a58577o0258c
58579.294724  13.433  0.003 15380   44 o  0 488.99 123.84754 -38.98983  6436.82  5233.90 3.63 3.24  -3.0 -0.386 18.83 20.39 01a58579o0129o
58579.302615  13.442  0.003 15254   43 o  0 536.37 123.84754 -38.98983  6465.89  5272.09 3.61 3.18  -7.8 -0.383 18.88 20.45 01a58579o0146o
58579.310034  13.482  0.003 14699   43 o  0 727.15 123.84754 -38.98983  6403.66  5195.75 3.27 2.94  -4.7 -0.408 18.98 20.41 01a58579o0162o
58579.317891  13.490  0.003 14592   42 o  0 953.16 123.84754 -38.98983  6389.75  5311.72 3.14 2.89  -7.3 -0.420 18.97 20.35 01a58579o0179o
58581.305358  13.918  0.003  9832   34 c  0 3738.16 123.84754 -38.98983  4432.93  1426.39 2.52 2.36  85.8 -0.395 19.36 21.00 02a58581o0177c
58581.313723  13.884  0.003 10148   35 c  0 3283.35 123.84754 -38.98983  4419.06  1387.52 2.61 2.40  81.0 -0.393 19.33 21.02 02a58581o0195c
58581.321699  13.902  0.003  9982   34 c  0 3495.37 123.84754 -38.98983  4480.14  1466.88 2.60 2.40 -89.6 -0.392 19.34 21.04 02a58581o0212c
58581.330967  13.885  0.003 10136   35 c  0 3440.98 123.84754 -38.98983  4496.33  1349.93 2.65 2.42  86.5 -0.391 19.30 21.03 02a58581o0231c
58583.309562  13.462  0.003 14970   45 o  0 608.03 123.84754 -38.98983  5752.43  1327.56 3.38 2.94 -13.0 -0.428 18.86 20.03 01a58583o0118o
58583.318416  13.421  0.003 15550   49 o  0 360.33 123.84754 -38.98983  5739.45  1444.91 3.34 2.98 -11.1 -0.429 18.74 19.97 01a58583o0137o
58597.256578  13.546  0.003 13859   45 o  0 2621.71 123.84754 -38.98983  2553.54  3332.97 2.33 2.28  73.2 -0.438 18.99 20.24 02a58597o0073o
58597.263243  13.577  0.003 13462   44 o  0 3414.44 123.84754 -38.98983  2539.17  3293.46 2.46 2.21  50.2 -0.434 19.02 20.23 02a58597o0087o
58599.268105  13.400  0.003 15856   46 o  0 443.26 123.84754 -38.98983  3791.92  1401.93 3.98 3.35 -17.4 -0.390 18.85 20.22 01a58599o0097o
58599.276480  13.387  0.003 16038   48 o  0 339.17 123.84754 -38.98983  3808.44  1440.43 4.09 3.39 -13.4 -0.382 18.74 20.16 01a58599o0115o
58599.284448  13.413  0.003 15660   47 o  0 334.62 123.84754 -38.98983  3747.95  1363.57 3.77 3.23 -17.6 -0.399 18.82 20.26 01a58599o0132o
58605.253139  13.672  0.003 12332   42 c  0 718.54 123.84754 -38.98983  8983.19  7213.56 3.51 2.63  43.9 -0.364 19.04 20.79 02a58605o0034c
58605.263672  13.716  0.004 11843   44 c  0 542.61 123.84754 -38.98983  8966.35  7175.54 3.32 2.68  45.5 -0.372 19.02 20.77 02a58605o0056c
58605.274292  13.705  0.004 11966   43 c  0 891.55 123.84754 -38.98983  9027.69  7252.73 3.13 2.49  46.0 -0.381 19.08 20.72 02a58605o0078c
58607.240608  13.330  0.059 16905  992 o  0   0.99 123.84754 -38.98983  2909.92  5308.71 4.97 4.11  -4.6 -0.405 15.13 16.76 01a58607o0035o
58607.247205  -1.765  0.912 18456546730 16828027901 o  0   0.90 123.84754 -38.98983  2927.12  5345.70 4.78 3.36  -0.8 -0.362 -3.49 -1.81 01a58607o0049o
58607.255236  13.370  0.011 16292  186 o  0   5.30 123.84754 -38.98983  2866.08  5268.72 4.58 3.43  -0.1 -0.391 16.83 18.49 01a58607o0066o
58607.263638  -2.976  0.336 56260972928 18915327105 o  0   1.10 123.84754 -38.98983  2854.55  5383.99 5.65 5.21  -3.1 -0.337 -3.74 -1.50 01a58607o0084o
58622.237288  13.556  0.054 13730  746 H  0   2.03 123.84754 -38.98983  8073.22  3270.18 3.17 2.44  43.8 -0.379 15.01 16.57 02a58622o0012H
58765.627964  13.905  0.004  9957   35 c  0 3638.23 123.84754 -38.98983  7210.79  1385.51 2.40 2.34 -77.6 -0.401 19.32 20.84 02a58765o0900c
58765.631752  13.866  0.003 10315   36 c  0 2985.26 123.84754 -38.98983  7229.58  1424.94 2.43 2.35 -58.8 -0.403 19.29 20.79 02a58765o0908c
58765.637282  13.887  0.004 10121   36 c  0 2368.59 123.84754 -38.98983  7169.10  1345.83 2.45 2.31  42.1 -0.391 19.10 20.45 02a58765o0920c
58765.640956  13.930  0.004  9730   39 c  0 1339.81 123.84754 -38.98983  7148.59  1462.02 2.38 2.33 -57.1 -0.399 18.75 19.82 02a58765o0928c
58765.649313  13.738  0.011 11606  122 c  0  38.48 123.84754 -38.98983  7186.52  1402.02 2.40 2.30  55.7 -0.458 16.75 17.61 02a58765o0946c
58771.612155  13.460  0.004 14991   60 o  0 171.63 123.84754 -38.98983   300.75  3091.54 3.28 2.89  36.2 -0.360 18.11 18.71 01a58771o0882o
58771.615890  13.506  0.004 14370   54 o  0 358.37 123.84754 -38.98983   280.93  3052.92 3.07 2.68  24.5 -0.318 18.20 18.71 01a58771o0890o
58771.621055  13.487  0.004 14632   52 o  0 259.74 123.84754 -38.98983   339.65  3134.51 3.45 2.67  16.2 -0.294 18.18 18.73 01a58771o0901o
58771.632207  13.476  0.004 14781   60 o  0 189.90 123.84754 -38.98983   357.71  3021.02 3.24 2.71  20.9 -0.360 18.17 18.68 01a58771o0925o
58771.640097  13.461  0.005 14980   68 o  0 104.60 123.84754 -38.98983 10010.05  3112.07 3.20 2.76 -12.3 -0.317 17.85 18.18 01a58771o0942o
58771.643321  13.466  0.005 14921   81 o  0  88.35 123.84754 -38.98983  9993.14  3075.85 2.89 2.60 -14.8 -0.308 17.48 17.49 01a58771o0949o
58771.645167  13.517  0.008 14225  110 o  0  41.82 123.84754 -38.98983   319.29  3080.76 2.91 2.45  17.3 -0.349 17.09 17.06 01a58771o0953o
58777.590855  13.687  0.004 12172   43 o  0 3208.46 123.84754 -38.98983  6908.35  5450.78 2.40 1.89  35.5 -0.444 18.96 19.65 02a58777o0788o
58777.594125  13.735  0.003 11636   40 o  0 4609.66 123.84754 -38.98983  6927.53  5489.17 2.11 2.02  43.0 -0.441 18.92 19.67 02a58777o0795o
58777.604142  13.699  0.003 12032   40 o  0 4294.02 123.84754 -38.98983  6866.62  5412.54 2.23 1.95  38.4 -0.437 19.02 19.75 02a58777o0816o
58777.609688  13.775  0.003 11218   39 o  0 7123.93 123.84754 -38.98983  6848.77  5526.28 2.09 1.97  43.2 -0.451 19.00 19.76 02a58777o0828o
58777.649721  13.415  0.007 15627  117 o  0  80.80 123.84754 -38.98983  6879.76  5467.38 2.43 1.93  35.4 -0.501 17.26 17.24 02a58777o0909o
58779.596419  13.467  0.019 14895  290 o  0   7.43 123.84754 -38.98983  7033.79   754.75 2.98 2.73 -86.5 -0.381 16.62 17.43 01a58779o0876o
58779.599727  13.676  0.007 12286   91 o  0 258.91 123.84754 -38.98983  7015.79   715.82 2.61 2.37 -83.0 -0.369 17.22 18.00 01a58779o0883o
58779.606635  13.556  0.006 13731   79 o  0 162.38 123.84754 -38.98983  7069.89   793.30 2.64 2.41 -79.8 -0.376 18.51 19.70 01a58779o0897o
58779.617011  13.670  0.003 12360   40 o  0 2605.44 123.84754 -38.98983  7089.36   676.01 2.66 2.44 -78.8 -0.377 18.94 19.97 01a58779o0919o
58779.646138  13.638  0.004 12730   57 o  0 720.88 123.84754 -38.98983  7051.16   738.21 2.19 2.07 -69.8 -0.391 18.19 18.13 01a58779o0981o
58781.617866  13.604  0.003 13130   41 o  0 4533.41 123.84754 -38.98983  3217.20  1566.31 2.47 1.98  39.0 -0.440 19.12 20.22 02a58781o0755o
58781.621070  13.640  0.003 12703   40 o  0 5726.81 123.84754 -38.98983  3236.63  1605.26 2.39 2.02  38.5 -0.444 19.18 20.21 02a58781o0762o
58781.626590  13.654  0.003 12542   39 o  0 8358.86 123.84754 -38.98983  3175.30  1525.54 2.24 2.05  43.1 -0.445 19.17 20.23 02a58781o0774o
58781.638049  13.640  0.003 12704   42 o  0 4168.08 123.84754 -38.98983  3151.22  1642.49 2.12 1.84  38.4 -0.454 19.22 20.14 02a58781o0799o
58781.653859  13.545  0.005 13862   76 o  0 375.31 123.84754 -38.98983  3180.84  1585.07 2.12 1.80  38.3 -0.516 17.61 17.55 02a58781o0832o
58783.594711  13.673  0.003 12328   38 o  0 3715.39 123.84754 -38.98983  7033.27   756.40 2.58 2.38 -86.3 -0.375 19.15 20.37 01a58783o0722o
58783.598366  13.602  0.003 13157   39 o  0 3613.37 123.84754 -38.98983  7014.96   717.30 2.66 2.51  83.6 -0.376 19.14 20.41 01a58783o0729o
58783.603993  13.675  0.003 12305   37 o  0 4556.45 123.84754 -38.98983  7070.74   795.18 2.45 2.33  89.7 -0.375 19.26 20.43 01a58783o0740o
58783.615258  13.629  0.003 12833   38 o  0 3957.46 123.84754 -38.98983  7088.99   678.29 2.59 2.44  88.0 -0.381 19.20 20.45 01a58783o0763o
58783.652025  13.516  0.007 14240   99 o  0  91.94 123.84754 -38.98983  7047.96   739.30 2.52 2.25  85.2 -0.415 17.41 17.21 01a58783o0842o
58787.604661  13.730  0.003 11692   36 o  0 6088.27 123.84754 -38.98983  9347.76  7399.89 2.35 2.13  81.4 -0.399 19.32 20.42 01a58787o0888o
58787.607933  13.723  0.004 11766   41 o  0 4735.11 123.84754 -38.98983  9328.75  7361.89 2.48 2.18  80.8 -0.382 18.93 20.05 01a58787o0895o
58787.613107  13.701  0.003 12008   38 o  0 3407.50 123.84754 -38.98983  9389.22  7439.05 2.75 2.10  88.6 -0.388 19.23 20.43 01a58787o0906o
58787.623803  13.762  0.003 11351   37 o  0 5575.01 123.84754 -38.98983  9410.17  7321.32 2.57 2.00  88.7 -0.403 19.28 20.40 01a58787o0928o
58787.651421  13.627  0.004 12860   48 o  0 986.79 123.84754 -38.98983  9375.42  7380.29 2.48 2.26  79.4 -0.397 18.24 18.45 01a58787o0983o
58789.561251  13.833  0.003 10636   36 c  0 2604.93 123.84754 -38.98983  2877.91  5163.68 2.69 2.34  35.4 -0.383 19.28 20.91 02a58789o0710c
58789.564491  13.869  0.003 10291   34 c  0 3249.58 123.84754 -38.98983  2896.49  5201.79 2.69 2.35  35.5 -0.390 19.31 20.93 02a58789o0717c
58789.570498  13.819  0.003 10773   34 c  0 2798.30 123.84754 -38.98983  2838.14  5124.11 2.77 2.47  36.2 -0.366 19.30 20.97 02a58789o0730c
58789.580606  13.865  0.003 10325   34 c  0 3207.47 123.84754 -38.98983  2816.51  5239.63 2.48 2.43  18.0 -0.391 19.35 21.00 02a58789o0751c
58791.589677  13.632  0.003 12795   39 o  0 3267.86 123.84754 -38.98983  9345.09  7397.87 2.70 2.26  86.7 -0.386 19.14 20.18 01a58791o0726o
58791.598021  13.584  0.003 13378   39 o  0 2679.25 123.84754 -38.98983  9328.14  7360.15 2.84 2.40  84.9 -0.383 19.03 20.18 01a58791o0743o
58791.601766  13.457  0.003 15034   45 o  0 311.11 123.84754 -38.98983  9387.64  7436.89 3.88 3.58  68.1 -0.349 18.65 20.14 01a58791o0751o
58791.614775  13.590  0.003 13301   40 o  0 1578.57 123.84754 -38.98983  9408.89  7320.47 3.33 2.48 -88.8 -0.359 18.96 20.14 01a58791o0779o
58795.585883  13.559  0.003 13687   40 o  0 1867.42 123.84754 -38.98983  9453.37  9345.30 3.24 2.56 -85.7 -0.357 18.98 20.25 01a58795o0805o
58795.589987  13.590  0.003 13303   40 o  0 1726.98 123.84754 -38.98983  9433.56  9305.59 3.34 2.43 -88.0 -0.334 18.95 20.26 01a58795o0813o
58795.595692  13.476  0.003 14782   43 o  0 533.18 123.84754 -38.98983  9495.81  9384.63 3.87 3.20 -83.8 -0.337 18.82 20.27 01a58795o0825o
58795.606353  13.447  0.003 15180   45 o  0 155.91 123.84754 -38.98983  9516.86  9266.08 4.54 3.96  80.1 -0.269 18.54 20.23 01a58795o0847o
58797.521661  13.589  0.004 13312   57 o  0 533.95 123.84754 -38.98983  9216.50  9589.82 2.63 2.27 -57.9 -0.426 18.40 18.91 02a58797o0716o
58797.524934  13.595  0.004 13238   52 o  0 876.44 123.84754 -38.98983  9235.77  9631.55 2.47 2.19 -60.7 -0.416 18.42 18.94 02a58797o0723o
58797.530094  13.642  0.004 12677   54 o  0 844.38 123.84754 -38.98983  9178.20  9551.12 2.46 2.13 -60.9 -0.420 18.50 18.99 02a58797o0734o
