###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58961.252510  13.851  0.003 10460   35 c  0 2849.53 123.84754 -38.98983  2319.24  3529.06 2.77 2.21  42.1 -0.395 19.39 20.94 02a58961o0060c
58961.255369  13.848  0.003 10495   35 c  0 3087.73 123.84754 -38.98983  2298.21  3489.52 2.74 2.22  42.0 -0.391 19.33 20.94 02a58961o0066c
58961.261479  13.870  0.003 10285   34 c  0 3852.36 123.84754 -38.98983  2355.84  3569.64 2.76 2.23  43.6 -0.394 19.32 20.90 02a58961o0079c
58961.271842  13.872  0.003 10265   34 c  0 4973.46 123.84754 -38.98983  2376.49  3453.78 2.73 2.24  46.1 -0.387 19.32 20.86 02a58961o0101c
58963.246041  13.414  0.012 15650  181 o  0  14.15 123.84754 -38.98983  3403.72  3532.40 3.12 2.81  -1.0 -0.322 16.62 17.83 01a58963o0051o
58963.249264  13.445  0.009 15205  142 o  0  14.85 123.84754 -38.98983  3424.23  3569.54 3.66 3.53 -18.6 -0.325 16.89 18.28 01a58963o0058o
58963.254796  13.447  0.015 15172  231 o  0  12.77 123.84754 -38.98983  3364.69  3492.48 3.01 2.71  -6.9 -0.332 16.37 17.58 01a58963o0070o
58963.266336  13.382  0.016 16117  256 o  0   1.81 123.84754 -38.98983  3345.35  3608.47 4.72 4.49   2.5 -0.259 16.17 17.86 01a58963o0095o
58967.239390  13.584  0.003 13383   42 o  0 2542.50 123.84754 -38.98983  3404.07  3530.78 2.45 2.03  -1.1 -0.374 18.88 19.62 01a58967o0034o
58967.243073  13.534  0.003 14007   43 o  0 1913.40 123.84754 -38.98983  3424.69  3569.26 2.53 2.07   0.8 -0.370 18.98 19.81 01a58967o0042o
58967.248597  13.623  0.003 12910   41 o  0 3571.92 123.84754 -38.98983  3364.91  3492.63 2.36 1.98  -0.5 -0.385 19.08 19.92 01a58967o0054o
58967.260579  13.600  0.003 13187   42 o  0 2833.70 123.84754 -38.98983  3344.69  3607.38 2.37 1.95  -7.9 -0.379 19.06 19.83 01a58967o0080o
58969.236743  13.508  0.006 14350   81 o  0  91.06 123.84754 -38.98983  3345.54  9173.70 2.90 2.39  47.3 -0.386 18.01 18.34 02a58969o0020o
58969.240410  13.546  0.004 13856   56 o  0 367.46 123.84754 -38.98983  3321.66  9132.87 2.91 2.44  48.3 -0.379 18.42 19.03 02a58969o0028o
58969.245920  13.577  0.003 13461   46 o  0 1030.48 123.84754 -38.98983  3381.43  9211.63 2.79 2.33  47.3 -0.388 18.69 19.52 02a58969o0040o
58971.234172  13.533  0.004 14027   58 o  0 479.31 123.84754 -38.98983 10303.53  7440.94 2.78 1.85   9.7 -0.377 17.94 18.12 01a58971o0004o
58971.237398  13.583  0.004 13390   51 o  0 1468.81 123.84754 -38.98983 10322.32  7480.11 2.40 1.81  10.2 -0.487 18.34 18.76 01a58971o0011o
58971.241083  13.560  0.003 13672   45 o  0 1511.09 123.84754 -38.98983   595.91  7490.24 2.46 2.14 -18.9 -0.368 18.62 19.25 01a58971o0019o
58971.244776  13.657  0.004 12504   44 o  0 2597.51 123.84754 -38.98983 10262.41  7399.89 2.40 1.78  10.5 -0.475 18.72 19.32 01a58971o0027o
58971.245237  13.602  0.004 13162   46 o  0 1680.51 123.84754 -38.98983   614.95  7527.81 2.26 2.02 -17.5 -0.379 18.71 19.40 01a58971o0028o
58971.251746  13.616  0.003 12984   44 o  0 2261.68 123.84754 -38.98983   555.25  7451.56 2.26 1.99 -18.2 -0.383 18.76 19.46 01a58971o0042o
58971.256355  13.622  0.003 12915   44 o  0 3230.48 123.84754 -38.98983 10242.12  7516.76 2.27 1.81  14.0 -0.471 18.77 19.38 01a58971o0052o
58971.264649  13.657  0.004 12507   44 o  0 2011.67 123.84754 -38.98983   535.37  7567.48 2.23 1.97 -22.9 -0.390 18.74 19.45 01a58971o0070o
58973.237582  13.472  0.004 14830   66 o  0 147.73 123.84754 -38.98983  3650.53  5110.34 3.48 2.33  38.9 -0.374 17.77 17.96 02a58973o0021o
58973.240811  13.464  0.004 14937   56 o  0 262.43 123.84754 -38.98983  3628.50  5070.82 3.38 2.24  38.5 -0.379 18.16 18.46 02a58973o0028o
58973.246348  13.488  0.004 14621   54 o  0 360.15 123.84754 -38.98983  3686.15  5149.09 3.33 2.22  38.6 -0.396 18.33 18.82 02a58973o0035o
58973.256459  13.518  0.004 14222   50 o  0 528.83 123.84754 -38.98983  3706.76  5031.30 3.25 2.14  41.9 -0.401 18.36 18.86 02a58973o0057o
58975.234486  13.691  0.005 12127   59 o  0 782.54 123.84754 -38.98983 10298.46  7439.88 2.05 1.86  22.6 -0.443 17.96 17.70 01a58975o0020o
58975.237708  13.636  0.004 12749   57 o  0 696.09 123.84754 -38.98983 10318.32  7480.83 2.31 1.78  14.1 -0.429 18.21 18.20 01a58975o0027o
58975.240929  13.668  0.004 12382   50 o  0 1326.29 123.84754 -38.98983   592.31  7489.92 1.97 1.83 -18.6 -0.418 18.39 18.57 01a58975o0034o
58975.243228  13.565  0.004 13617   53 o  0 834.56 123.84754 -38.98983 10258.33  7401.06 2.48 1.92  12.2 -0.444 18.23 18.52 01a58975o0039o
58975.244148  13.651  0.004 12577   52 o  0 970.05 123.84754 -38.98983   612.10  7527.25 2.28 2.08 -18.6 -0.388 18.34 18.61 01a58975o0041o
58975.263836  13.611  0.004 13051   56 o  0 687.83 123.84754 -38.98983   552.27  7450.15 2.29 1.99 -23.3 -0.373 18.24 18.49 01a58975o0051o
58975.269364  13.577  0.004 13461   51 o  0 975.80 123.84754 -38.98983   532.80  7567.21 2.11 1.93 -20.9 -0.396 18.27 18.53 01a58975o0063o
58979.238483  13.660  0.004 12468   47 o  0 979.29 123.84754 -38.98983  3585.93  9818.74 2.63 2.56  -1.5 -0.288 18.39 19.06 01a58979o0006o
58979.241704  13.577  0.003 13462   45 o  0 1047.10 123.84754 -38.98983  3604.34  9856.78 2.62 2.36   4.3 -0.301 18.68 19.61 01a58979o0013o
58979.249541  13.748  0.003 11498   39 o  0 4724.99 123.84754 -38.98983  3550.67  9780.06 2.22 2.08  13.8 -0.367 19.04 20.04 01a58979o0030o
58979.259679  13.682  0.003 12224   40 o  0 4735.90 123.84754 -38.98983  3532.62  9898.01 2.13 2.03  13.5 -0.397 19.06 20.09 01a58979o0052o
59127.616913  13.559  0.003 13690   47 o  0 479.22 123.84754 -38.98983  3223.23  7242.49 3.08 2.97 -88.9 -0.355 18.37 19.25 01a59127o0904o
59127.622467  13.555  0.004 13745   49 o  0 568.92 123.84754 -38.98983  3205.68  7204.43 2.97 2.81 -79.8 -0.381 18.44 19.31 01a59127o0916o
59127.626624  13.567  0.003 13589   47 o  0 591.52 123.84754 -38.98983  3264.05  7283.09 2.87 2.74 -10.4 -0.364 18.49 19.29 01a59127o0925o
59127.642779  13.499  0.006 14473   85 o  0  79.31 123.84754 -38.98983  3288.77  7168.95 2.83 2.66 -24.4 -0.381 17.29 17.39 01a59127o0960o
59131.615187  13.602  0.003 13159   44 o  0 1344.60 123.84754 -38.98983  9647.90  5267.86 2.58 2.54  51.9 -0.372 18.77 19.53 01a59131o0780o
59131.630755  13.628  0.003 12844   42 o  0 1741.95 123.84754 -38.98983  9632.74  5227.22 2.48 2.34  -2.0 -0.378 18.81 19.51 01a59131o0813o
59131.639881  13.603  0.004 13146   52 o  0 705.44 123.84754 -38.98983  9693.57  5301.78 2.38 2.30   4.5 -0.383 18.34 18.56 01a59131o0832o
59135.610982  13.769  0.004 11287   43 o  0 2047.61 123.84754 -38.98983  9653.33  5264.68 2.40 2.30  86.5 -0.393 19.10 20.12 01a59135o0904o
59135.629035  13.686  0.006 12178   77 o  0 265.27 123.84754 -38.98983  9637.25  5225.15 2.43 2.31 -77.3 -0.380 18.59 19.58 01a59135o0943o
59135.634139  13.661  0.006 12457   73 o  0 517.23 123.84754 -38.98983  9695.64  5300.29 2.37 2.30  -3.0 -0.372 17.79 18.77 01a59135o0954o
59137.622585  14.083  0.004  8446   33 c  0 1134.47 123.84754 -38.98983  5418.03  9697.12 2.75 2.66  54.9 -0.392 19.34 21.08 02a59137o0932c
59137.626740  14.050  0.004  8707   33 c  0 1131.74 123.84754 -38.98983  5440.31  9735.47 2.72 2.64  57.5 -0.388 19.38 21.09 02a59137o0941c
59137.632232  14.041  0.004  8782   36 c  0 679.91 123.84754 -38.98983  5383.72  9654.97 2.87 2.81  55.0 -0.384 19.28 21.03 02a59137o0953c
59137.647253  13.939  0.008  9644   80 c  0  42.02 123.84754 -38.98983  5362.54  9772.73 2.71 2.57  46.2 -0.402 17.73 18.85 02a59137o0985c
59139.605647  -3.592  0.091 99227629286 9020693572 o  0   2.31 123.84754 -38.98983  1728.04  5180.73 1.98 1.88  89.2 -0.427 -2.59 -1.33 01a59139o0899o
59139.628225  13.523  0.134 14155 1895 o  0   2.20 123.84754 -38.98983  1771.90  5224.08 2.15 1.99 -88.8 -0.414 14.33 15.54 01a59139o0948o
59139.639285  13.920  0.014  9818  137 o  0  67.18 123.84754 -38.98983  1794.02  5110.93 2.24 2.09 -16.3 -0.396 16.88 17.32 01a59139o0972o
59143.597956  13.692  0.048 12116  580 o  0   3.89 123.84754 -38.98983  1731.51  5181.44 2.16 2.06   3.2 -0.416 14.95 16.25 01a59143o0882o
59143.601662  -2.348  0.237 31564122752 7473621004 o  0   1.27 123.84754 -38.98983  1713.37  5143.28 2.18 2.05   3.4 -0.417 -2.65 -1.26 01a59143o0890o
59143.608654  13.718  0.028 11828  332 o  0  12.83 123.84754 -38.98983  1772.54  5222.59 2.23 2.16   7.4 -0.408 15.91 17.10 01a59143o0905o
59143.627160  13.779  0.007 11176   77 o  0 490.49 123.84754 -38.98983  1794.99  5110.23 2.14 2.13  42.7 -0.404 18.06 19.09 01a59143o0945o
59145.616342  13.983  0.004  9264   32 c  0 4322.31 123.84754 -38.98983  9323.57  3269.01 2.50 2.35  32.7 -0.385 19.51 21.22 02a59145o0922c
59145.633294  14.035  0.003  8834   31 c  0 6678.43 123.84754 -38.98983  9343.04  3307.69 2.41 2.33  34.0 -0.390 19.54 21.18 02a59145o0959c
59145.638721  13.977  0.003  9319   33 c  0 4478.19 123.84754 -38.98983  9283.32  3228.40 2.44 2.34  43.0 -0.386 19.40 20.91 02a59145o0970c
59145.644222  13.938  0.004  9658   36 c  0 1498.58 123.84754 -38.98983  9263.26  3344.09 2.41 2.36  61.2 -0.387 18.97 20.09 02a59145o0982c
59147.592604  13.750  0.003 11485   37 o  0 2987.59 123.84754 -38.98983  1358.70  9253.48 2.90 2.53 -83.0 -0.407 19.04 20.38 01a59147o0647o
59147.595825  13.834  0.003 10631   36 o  0 5958.00 123.84754 -38.98983  1340.75  9214.81 2.36 2.18 -68.4 -0.412 19.15 20.38 01a59147o0654o
59147.601347  13.733  0.003 11658   38 o  0 2984.41 123.84754 -38.98983  1401.93  9294.97 2.64 2.33 -73.1 -0.407 19.05 20.34 01a59147o0666o
59147.621175  13.737  0.003 11617   36 o  0 4431.98 123.84754 -38.98983  1432.82  9184.07 2.53 2.22 -65.0 -0.404 19.17 20.47 01a59147o0709o
59155.591411  13.650  0.006 12590   78 o  0 184.48 123.84754 -38.98983  4251.34  3487.91 2.38 2.25   0.4 -0.378 17.16 17.44 01a59155o0879o
59155.594639  13.656  0.006 12514   80 o  0 148.95 123.84754 -38.98983  4233.21  3449.69 2.51 2.38 -11.0 -0.364 17.61 17.89 01a59155o0886o
59155.601084  13.576  0.011 13483  155 o  0  25.74 123.84754 -38.98983  4291.08  3528.77 2.72 2.69   7.8 -0.352 16.92 17.37 01a59155o0900o
59155.620885  13.682  0.009 12219  104 o  0 105.07 123.84754 -38.98983  4315.25  3415.60 2.42 2.26   1.6 -0.382 17.06 17.25 01a59155o0943o
59157.575870  13.647  0.004 12624   50 o  0 500.68 123.84754 -38.98983  8237.71  7016.99 2.90 2.64  43.7 -0.400 18.51 19.20 02a59157o0850o
59157.579080  13.540  0.003 13931   48 o  0 456.13 123.84754 -38.98983  8256.38  7053.35 2.85 2.38  37.4 -0.377 18.61 19.21 02a59157o0857o
59157.587231  13.571  0.004 13536   50 o  0 422.90 123.84754 -38.98983  8194.92  6975.74 3.15 2.65  33.6 -0.429 18.52 19.25 02a59157o0874o
59157.597350  13.764  0.004 11339   41 o  0 2175.80 123.84754 -38.98983  8175.35  7091.20 2.48 2.15  40.7 -0.406 18.78 19.32 02a59157o0896o
59159.578991  -0.948  6.444 8697581100 56051078202 o  0   1.19 123.84754 -38.98983  4253.87  3486.37 2.75 2.56 -11.6 -0.379 -4.85 -4.97 01a59159o0852o
59159.582217  13.380  0.429 16145 6933 o  0   0.77 123.84754 -38.98983  4235.42  3447.71 3.08 2.77  -6.7 -0.352 12.95 12.89 01a59159o0859o
59159.584982  13.389  0.074 16005 1187 o  0   1.15 123.84754 -38.98983  4293.17  3525.56 3.18 2.93  -4.5 -0.292 14.09 14.13 01a59159o0865o
59159.590509 -12.695  0.872 -30326 26452 o  0   0.98 123.84754 -38.98983  4314.02  3411.08 2.97 2.71 -13.7 -0.363 11.88 11.77 01a59159o0877o
59169.571810  13.948  0.003  9570   33 c  0 2079.71 123.84754 -38.98983  7207.77  1373.23 2.68 2.61  72.5 -0.387 19.33 21.06 02a59169o0851c
59169.575954  13.928  0.006  9742   58 c  0 544.17 123.84754 -38.98983  7225.23  1413.65 2.66 2.60  69.8 -0.384 18.21 19.85 02a59169o0860c
59169.580069  13.840  0.028 10564  296 c  0   6.53 123.84754 -38.98983  7167.11  1332.75 2.53 2.46  60.1 -0.383 16.35 18.09 02a59169o0869c
59169.590166  14.038  0.004  8804   32 c  0 3444.00 123.84754 -38.98983  7146.86  1449.23 2.52 2.43  57.8 -0.391 19.39 21.07 02a59169o0891c
59183.560078  13.753  0.004 11446   47 o  0 940.71 123.84754 -38.98983  7021.65   761.24 2.36 2.22 -64.7 -0.394 18.45 18.71 01a59183o0819o
59183.561458  13.742  0.004 11562   47 o  0 923.63 123.84754 -38.98983  7003.14   722.49 2.35 2.19 -59.3 -0.384 18.50 18.71 01a59183o0822o
59183.571080  13.703  0.004 11986   50 o  0 708.43 123.84754 -38.98983  7059.83   799.25 2.37 2.19 -53.3 -0.383 18.49 18.73 01a59183o0842o
59183.576150  13.622  0.004 12916   50 o  0 523.01 123.84754 -38.98983  7080.99   682.15 2.49 2.36 -27.9 -0.385 18.39 18.74 01a59183o0853o
59185.558079  13.724  0.004 11756   45 o  0 2177.43 123.84754 -38.98983  3215.12  1550.06 2.09 2.02  73.5 -0.451 18.66 19.10 02a59185o0817o
59185.563118  13.699  0.004 12037   45 o  0 1934.19 123.84754 -38.98983  3234.73  1590.56 2.15 1.93  39.8 -0.456 18.66 19.11 02a59185o0828o
59185.564947  13.718  0.004 11824   44 o  0 2729.55 123.84754 -38.98983  3175.29  1510.88 2.07 1.97  46.1 -0.465 18.70 19.10 02a59185o0832o
59185.569984  13.645  0.004 12650   48 o  0 1295.57 123.84754 -38.98983  3154.50  1629.23 2.18 2.11  54.7 -0.457 18.62 19.10 02a59185o0843o
59187.546977  13.603  0.003 13148   40 o  0 2331.47 123.84754 -38.98983  9342.94  7401.40 2.54 2.38  71.3 -0.375 18.84 19.50 01a59187o0760o
59187.549289  13.688  0.003 12154   41 o  0 2010.29 123.84754 -38.98983  9323.56  7363.08 2.51 2.31 -89.7 -0.382 18.87 19.49 01a59187o0765o
59187.552051  13.671  0.003 12352   40 o  0 2726.44 123.84754 -38.98983  9384.27  7439.49 2.46 2.19  80.3 -0.387 18.88 19.49 01a59187o0771o
59187.560342  13.667  0.003 12395   40 o  0 2078.32 123.84754 -38.98983  9406.84  7322.22 2.45 2.27   9.8 -0.368 18.87 19.45 01a59187o0789o
59191.536022  13.636  0.003 12749   38 o  0 2626.27 123.84754 -38.98983  9344.36  7398.45 2.61 2.56 -56.3 -0.363 19.09 20.21 01a59191o0762o
59191.538792  13.662  0.003 12453   37 o  0 5455.10 123.84754 -38.98983  9326.40  7359.74 2.47 2.42   3.9 -0.380 19.17 20.22 01a59191o0768o
59191.541564  13.619  0.003 12949   40 o  0 2316.81 123.84754 -38.98983  9386.23  7435.50 2.64 2.47 -86.3 -0.374 19.12 20.23 01a59191o0774o
59191.547088  13.604  0.003 13132   38 o  0 2647.50 123.84754 -38.98983  9408.18  7318.56 2.70 2.59 -48.5 -0.356 19.11 20.20 01a59191o0786o
59195.522085  13.754  0.003 11442   35 c  0 789.42 123.84754 -38.98983  9445.81  9340.66 3.26 3.05  87.1 -0.320 19.37 21.45 01a59195o0733c
59195.525311  13.753  0.003 11450   34 c  0 568.92 123.84754 -38.98983  9427.01  9302.80 3.41 3.19 -34.8 -0.280 19.28 21.43 01a59195o0740c
59195.530836  13.850  0.003 10468   32 c  0 2101.48 123.84754 -38.98983  9490.45  9379.30 2.93 2.80  36.5 -0.315 19.41 21.43 01a59195o0752c
59195.535901  13.802  0.003 10948   33 c  0 1717.56 123.84754 -38.98983  9510.77  9262.17 3.00 2.79  75.1 -0.319 19.42 21.41 01a59195o0763c
59197.510257  13.924  0.003  9777   32 c  0 2897.25 123.84754 -38.98983  9210.27  9580.43 2.73 2.52 -82.3 -0.385 19.64 21.43 02a59197o0685c
59197.512087  13.939  0.003  9650   33 c  0 3495.41 123.84754 -38.98983  9229.03  9619.97 2.75 2.52 -82.4 -0.380 19.62 21.43 02a59197o0689c
59197.515326  13.887  0.003 10124   34 c  0 2743.28 123.84754 -38.98983  9171.88  9539.68 2.87 2.50 -69.5 -0.382 19.62 21.42 02a59197o0696c
59197.522072  13.959  0.003  9473   32 c  0 4204.69 123.84754 -38.98983  9153.49  9655.65 2.88 2.51 -74.4 -0.377 19.64 21.43 02a59197o0710c
59199.491318  13.554  0.011 13753  151 o  0  96.82 123.84754 -38.98983  9446.76  9345.35 2.26 2.13  18.8 -0.368 16.99 18.31 01a59199o0346o
59199.493162  13.642  0.016 12677  207 o  0  67.21 123.84754 -38.98983  9426.60  9305.85 2.24 2.07  64.5 -0.372 16.45 17.76 01a59199o0350o
59199.498320  13.621  0.011 12933  145 o  0 105.39 123.84754 -38.98983  9487.50  9382.99 2.51 2.22  74.0 -0.366 16.99 18.33 01a59199o0361o
59199.513868  13.520  0.012 14188  170 o  0  36.77 123.84754 -38.98983  9514.12  9261.40 2.96 2.75 -20.5 -0.324 16.54 18.07 01a59199o0394o
59205.534727  13.863  0.003 10349   36 c  0 1274.26 123.84754 -38.98983  3225.74   925.83 2.91 2.68 -76.0 -0.424 19.41 21.17 02a59205o0736c
59205.538873  13.920  0.003  9819   34 c  0 2298.74 123.84754 -38.98983  3208.45   888.15 2.65 2.41 -73.2 -0.432 19.46 21.17 02a59205o0745c
59205.544849  13.964  0.003  9427   33 c  0 3396.50 123.84754 -38.98983  3269.83   970.58 2.65 2.38 -68.4 -0.432 19.50 21.18 02a59205o0758c
59205.575413  13.933  0.004  9704   34 c  0 2237.91 123.84754 -38.98983  3287.81   854.20 2.68 2.40 -77.4 -0.423 19.45 21.25 02a59205o0824c
59207.475687  13.711  0.003 11896   37 o  0 5049.40 123.84754 -38.98983  5774.16  5515.61 2.40 2.18 -16.4 -0.377 19.10 19.98 01a59207o0605o
59207.496917  13.610  0.003 13060   39 o  0 2893.44 123.84754 -38.98983  5756.52  5478.31 2.75 2.24 -27.1 -0.403 19.10 20.12 01a59207o0650o
59207.501065  13.723  0.003 11767   36 o  0 6819.64 123.84754 -38.98983  5813.99  5556.46 2.32 2.11 -76.0 -0.381 19.23 20.17 01a59207o0659o
59207.507060  13.716  0.003 11846   37 o  0 5358.95 123.84754 -38.98983  5834.63  5441.40 2.26 2.10 -77.2 -0.387 19.29 20.28 01a59207o0672o
59209.529840  13.550  0.003 13807   47 o  0 693.33 123.84754 -38.98983  3228.61   927.72 3.12 2.85 -55.7 -0.412 18.62 19.63 02a59209o0602o
59209.586431  13.666  0.003 12409   41 o  0 3041.99 123.84754 -38.98983  3214.55   894.94 2.38 2.23  88.8 -0.437 19.02 20.16 02a59209o0609o
59209.591006  13.684  0.003 12196   41 o  0 3349.31 123.84754 -38.98983  3271.43   972.34 2.45 2.20 -65.6 -0.442 19.17 20.33 02a59209o0619o
59209.599298  13.682  0.003 12228   40 o  0 3523.33 123.84754 -38.98983  3291.37   858.52 2.60 2.29 -64.6 -0.427 19.17 20.45 02a59209o0637o
59211.482507  13.485  0.003 14650   49 o  0 363.76 123.84754 -38.98983  9020.37  1095.84 3.05 2.79 -30.3 -0.329 18.56 19.20 01a59211o0638o
59211.484350  13.554  0.003 13748   46 o  0 716.83 123.84754 -38.98983  9002.21  1057.24 2.80 2.60 -33.3 -0.332 18.60 19.20 01a59211o0642o
59211.487115  13.551  0.003 13785   47 o  0 827.81 123.84754 -38.98983  9059.08  1133.89 2.66 2.54 -67.0 -0.358 18.71 19.20 01a59211o0648o
59211.506043  13.608  0.003 13083   45 o  0 1163.52 123.84754 -38.98983  1528.82  9570.88 2.55 2.21 -56.8 -0.389 18.66 19.22 01a59211o0688o
59215.462635  13.733  0.229 11658 2667 o  0   1.49 123.84754 -38.98983  9019.28  1096.49 2.84 2.67 -67.4 -0.385 14.01 13.83 01a59215o0588o
59215.465860  13.816  0.267 10806 2885 o  0   1.49 123.84754 -38.98983  9001.09  1058.20 2.92 2.72 -56.1 -0.354 13.67 13.49 01a59215o0595o
59215.469083  14.071  0.280  8540 2393 o  0   1.37 123.84754 -38.98983  9058.04  1135.09 2.93 2.63 -73.4 -0.364 14.12 13.92 01a59215o0602o
59215.474149  13.557  0.117 13717 1604 o  0   1.18 123.84754 -38.98983  9079.42  1016.25 2.77 2.52 -60.1 -0.378 14.26 14.00 01a59215o0613o
59219.459175  13.613  0.003 13026   41 o  0 969.49 123.84754 -38.98983  5195.75  7160.04 3.18 2.90 -71.1 -0.330 18.74 19.93 01a59219o0575o
59219.479327  13.684  0.003 12203   38 o  0 3119.95 123.84754 -38.98983  5180.19  7119.95 2.47 2.26 -69.3 -0.384 19.03 19.87 01a59219o0618o
59219.482107  13.620  0.003 12943   40 o  0 2038.83 123.84754 -38.98983  5240.77  7197.86 2.49 2.33  -0.7 -0.389 18.99 19.86 01a59219o0624o
59219.495797  13.637  0.003 12745   38 o  0 3633.95 123.84754 -38.98983  5315.14  3478.05 2.46 2.24 -22.7 -0.386 19.00 19.84 01a59219o0652o
59223.479300  13.888  0.003 10113   32 c  0 2433.30 123.84754 -38.98983  5374.09  3404.20 2.87 2.69  20.1 -0.339 19.49 21.61 01a59223o0616c
59223.482529  13.923  0.003  9786   31 c  0 4272.61 123.84754 -38.98983  5395.15  3442.01 2.60 2.47  -5.9 -0.331 19.57 21.59 01a59223o0623c
59223.517495  13.876  0.003 10228   34 c  0 1341.61 123.84754 -38.98983  5335.19  3363.99 3.03 2.87 -39.5 -0.310 19.29 21.43 01a59223o0698c
59223.545945  13.843  0.004 10539   40 c  0 725.90 123.84754 -38.98983  5314.90  3479.11 3.10 3.07 -73.5 -0.326 18.84 21.01 01a59223o0759c
59227.437391  13.863  0.003 10343   32 c  0 4429.54 123.84754 -38.98983  5129.99   860.78 2.61 2.47  79.0 -0.383 19.71 21.86 01a59227o0469c
59227.440616  13.836  0.003 10612   32 c  0 3437.81 123.84754 -38.98983  5109.80   822.64 2.86 2.64  80.0 -0.371 19.65 21.86 01a59227o0476c
59227.443383  13.852  0.003 10450   32 c  0 3224.46 123.84754 -38.98983  5166.85   901.53 2.95 2.82  16.5 -0.355 19.56 21.87 01a59227o0482c
59227.448450  13.871  0.003 10271   33 c  0 2162.45 123.84754 -38.98983  5185.57   785.60 3.25 2.75  -6.7 -0.392 19.50 21.86 01a59227o0493c
59229.425575  13.951  0.003  9545   33 c  0 3301.34 123.84754 -38.98983  7359.06  3325.26 2.56 2.33  38.4 -0.388 19.55 21.32 02a59229o0499c
59229.427419  13.949  0.003  9562   32 c  0 3131.48 123.84754 -38.98983  7378.87  3365.20 2.46 2.33  40.5 -0.392 19.58 21.32 02a59229o0503c
59229.430619  14.039  0.003  8796   31 c  0 5793.96 123.84754 -38.98983  7321.78  3285.59 2.45 2.31  43.0 -0.389 19.58 21.34 02a59229o0510c
59229.435661  14.091  0.004  8390   31 c  0 5393.21 123.84754 -38.98983  7301.09  3400.36 2.39 2.33  88.7 -0.389 19.56 21.35 02a59229o0521c
59231.419572  13.881  0.003 10173   32 c  0 2416.18 123.84754 -38.98983  5130.44   859.09 3.09 2.70  82.0 -0.373 19.52 21.59 01a59231o0354c
59231.422337  13.890  0.003 10092   32 c  0 3744.04 123.84754 -38.98983  5114.35   822.22 2.92 2.45  82.8 -0.389 19.57 21.62 01a59231o0360c
59231.425100  13.933  0.003  9705   32 c  0 3461.41 123.84754 -38.98983  5170.64   900.72 2.97 2.48  86.4 -0.382 19.56 21.63 01a59231o0366c
59231.431566  13.861  0.003 10370   33 c  0 2638.53 123.84754 -38.98983  5188.48   783.79 2.98 2.60  86.0 -0.384 19.54 21.65 01a59231o0380c
59241.402037  13.510  0.014 14327  194 o  0  29.08 123.84754 -38.98983   928.39  5284.23 2.49 2.15 -66.0 -0.414 15.96 17.08 02a59241o0020o
59241.403867  13.514  0.029 14275  415 o  0   6.67 123.84754 -38.98983   946.16  5322.56 2.24 2.22 -52.5 -0.428 16.20 17.24 02a59241o0024o
59243.423679  13.683  0.004 12216   48 o  0 414.09 123.84754 -38.98983  4431.28  7176.66 2.94 2.49 -81.6 -0.375 18.19 18.60 01a59243o0483o
59243.426901  13.685  0.004 12188   49 o  0 489.53 123.84754 -38.98983  4451.66  7214.86 2.71 2.41 -63.8 -0.380 18.24 18.61 01a59243o0490o
59243.432447  13.647  0.004 12619   51 o  0 304.40 123.84754 -38.98983  4393.94  7137.44 2.91 2.60 -70.2 -0.372 18.16 18.60 01a59243o0502o
59243.443509  13.662  0.004 12453   49 o  0 375.91 123.84754 -38.98983  4375.56  7253.33 3.02 2.48 -79.3 -0.385 18.19 18.59 01a59243o0526o
59247.446414  13.835  0.003 10614   36 o  0 6436.93 123.84754 -38.98983  4436.89  7176.08 2.07 1.95 -12.7 -0.405 19.03 19.73 01a59247o0217o
59247.449639  13.836  0.003 10607   36 o  0 6186.92 123.84754 -38.98983  4456.89  7214.81 2.12 2.03 -61.7 -0.411 19.03 19.72 01a59247o0224o
59247.455182  13.775  0.003 11216   38 o  0 4420.58 123.84754 -38.98983  4398.99  7138.18 2.15 1.97 -74.2 -0.423 19.06 19.71 01a59247o0236o
59247.466253  13.803  0.003 10932   38 o  0 4805.83 123.84754 -38.98983  4380.05  7253.90 2.09 2.01 -71.5 -0.418 19.04 19.68 01a59247o0260o
59251.408947  14.004  0.003  9084   32 c  0 1817.47 123.84754 -38.98983  8256.92  6990.01 3.20 2.49 -83.9 -0.390 19.44 21.40 01a59251o0439c
59251.412170  14.016  0.003  8989   31 c  0 2551.39 123.84754 -38.98983  8276.75  7028.67 3.11 2.42 -84.5 -0.388 19.44 21.40 01a59251o0446c
59251.418191  14.019  0.003  8962   31 c  0 2864.90 123.84754 -38.98983  8218.56  6949.59 3.15 2.48 -84.4 -0.392 19.43 21.42 01a59251o0459c
59251.429266  13.953  0.003  9521   33 c  0 1431.74 123.84754 -38.98983  8199.85  7063.69 3.08 2.62 -89.2 -0.376 19.44 21.47 01a59251o0483c
59253.415605  14.038  0.004  8805   33 c  0 2532.70 123.84754 -38.98983  1317.06  9229.60 2.79 2.37 -53.0 -0.436 19.46 21.38 02a59253o0166c
59253.419275  13.975  0.004  9330   34 c  0 1165.43 123.84754 -38.98983  1297.78  9190.19 3.08 2.71 -47.6 -0.418 19.40 21.37 02a59253o0174c
